Relativzeit;Datum;Absolutzeit;Every cycle;CW_DEVICE_READY;CW_NO_READ;CW_GOOD_READ;CW_EXTERNAL_OUTPUT_1;CW_EXTERNAL_OUTPUT_2;CW_RESULT_1;CW_RESULT_2;CW_SYSTEM_READY;CW_EXTERNAL_INPUT_1;CW_EXTERNAL_INPUT_2;CW_SENSOR_1;CW_SENSOR_2;CW_RESERVED_02;CW_RESERVED_03;CW_TRIGGER_SENSOR_NO;CW_TRIGGER_SENSOR_NC;GOOD_READ;NO_READ;DEVICE_READY;SYSTEM_READY;ATR_DO_STATE;HEAD_01;HEAD_03;HEAD_04;HEAD_05;DATA_01;DATA_02;DATA_03;DATA_04;DATA_05;DATA_06;DATA_07;DATA_08;DATA_09;DATA_10;DATA_11;DATA_12;DATA_13;DATA_14;DATA_15;DATA_16;DATA_17;DATA_18;DATA_19;DATA_20;DATA_21;DATA_22;DATA_23;DATA_24;DATA_25;DATA_26;DATA_27;ATR.IN.HEADER.RESERVED_05;ATR.IN.HEADER.BUFFER_OVERRUN;ATR.IN.HEADER.RESERVED_04;ATR.IN.HEADER.RESERVED_03;ATR.IN.HEADER.PLCERROR;ATR.IN.HEADER.HEARTBEAT;ATR.IN.HEADER.RESERVED_02;ATR.IN.HEADER.RESERVED_01;ATR.IN.HEADER.TRANSMIT_COUNT_BACK_B;ATR.IN.HEADER.RECIEVE_LENGTH_LSB_B;ATR.IN.HEADER.RECIEVE_LENGTH_MSB_B;ATR.IN.HEADER.RECIEVE_COUNT_B;BARCODE_AC[1];BARCODE_AC[2];BARCODE_AC[3];BARCODE_AC[4];BARCODE_AC[5];BARCODE_AC[6];BARCODE_AC[7];BARCODE_AC[8];BARCODE_AC[9];BARCODE_AC[10];BARCODE_AC[11];BARCODE_AC[12];Semicolon;B_BARCODE_AC[1];B_BARCODE_AC[2];B_BARCODE_AC[3];B_BARCODE_AC[4];B_BARCODE_AC[5];B_BARCODE_AC[6];B_BARCODE_AC[7];B_BARCODE_AC[8];B_BARCODE_AC[9];B_BARCODE_AC[10];B_BARCODE_AC[11];B_BARCODE_AC[12];TG_B.STATUS;xray_machine_ok;xray_ready;xray_power_on;Trigger;Fehler
36818;13.03.2020;10:19:12.818;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
37782;13.03.2020;10:19:13.782;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
37813;13.03.2020;10:19:13.813;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
38777;13.03.2020;10:19:14.777;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
38807;13.03.2020;10:19:14.807;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
39782;13.03.2020;10:19:15.782;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
39817;13.03.2020;10:19:15.817;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
40815;13.03.2020;10:19:16.815;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
41791;13.03.2020;10:19:17.791;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
41825;13.03.2020;10:19:17.825;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
42798;13.03.2020;10:19:18.798;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
43812;13.03.2020;10:19:19.812;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
44788;13.03.2020;10:19:20.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
44821;13.03.2020;10:19:20.821;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
45784;13.03.2020;10:19:21.784;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
45816;13.03.2020;10:19:21.816;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;26;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
46127;13.03.2020;10:19:22.127;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
46162;13.03.2020;10:19:22.162;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
46802;13.03.2020;10:19:22.802;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
47776;13.03.2020;10:19:23.776;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
47808;13.03.2020;10:19:23.808;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
48804;13.03.2020;10:19:24.804;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
49786;13.03.2020;10:19:25.786;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
49817;13.03.2020;10:19:25.817;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
50818;13.03.2020;10:19:26.818;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
51774;13.03.2020;10:19:27.774;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
51807;13.03.2020;10:19:27.807;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
51949;13.03.2020;10:19:27.949;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
52775;13.03.2020;10:19:28.775;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
52807;13.03.2020;10:19:28.807;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
53777;13.03.2020;10:19:29.777;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
53809;13.03.2020;10:19:29.809;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
54787;13.03.2020;10:19:30.787;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
54819;13.03.2020;10:19:30.819;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
55787;13.03.2020;10:19:31.787;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
55820;13.03.2020;10:19:31.820;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
56792;13.03.2020;10:19:32.792;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
56825;13.03.2020;10:19:32.825;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
57789;13.03.2020;10:19:33.789;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
58806;13.03.2020;10:19:34.806;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
59786;13.03.2020;10:19:35.786;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
59818;13.03.2020;10:19:35.818;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
60785;13.03.2020;10:19:36.785;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
60816;13.03.2020;10:19:36.816;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
61806;13.03.2020;10:19:37.806;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
62776;13.03.2020;10:19:38.776;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
62808;13.03.2020;10:19:38.808;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
63799;13.03.2020;10:19:39.799;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
64788;13.03.2020;10:19:40.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
64819;13.03.2020;10:19:40.819;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
65804;13.03.2020;10:19:41.804;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
66770;13.03.2020;10:19:42.770;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
66804;13.03.2020;10:19:42.804;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
67777;13.03.2020;10:19:43.777;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
67809;13.03.2020;10:19:43.809;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
68774;13.03.2020;10:19:44.774;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
68806;13.03.2020;10:19:44.806;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
69780;13.03.2020;10:19:45.780;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
69812;13.03.2020;10:19:45.812;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
70798;13.03.2020;10:19:46.798;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
71796;13.03.2020;10:19:47.796;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;27;63;63;63;63;63;63;63;63;63;63;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
